gyro_alpha_avg,gyro_beta_avg,gyro_gamma_avg,accel_x_avg,accel_y_avg,accel_z_avg,gyro_alpha_min,gyro_beta_min,gyro_gamma_min,accel_x_min,accel_y_min,accel_z_min,gyro_alpha_max,gyro_beta_max,gyro_gamma_max,accel_x_max,accel_y_max,accel_z_max,gyro_alpha_std,gyro_beta_std,gyro_gamma_std,accel_x_std,accel_y_std,accel_z_std,xy_cor,xz_cor,yz_cor,x_fft,y_fft,z_fft,accel_x_med,accel_y_med,accel_z_med,gyro_alpha_med,gyro_beta_med,gyro_gamma_med
0.10125549212098121,0.10935572660528123,0.01524766702204943,-0.5525817200541496,5.830838680267334,7.779180002212525,-0.885775625705719,-0.3794699013233185,-0.45940133929252625,-1.8501192331314087,5.2684407234191895,6.29016637802124,0.698164165019989,1.3281153440475464,0.7951728105545044,1.437119483947754,6.507440090179443,9.361927032470703,0.48282158717238244,0.4974980593969778,0.4599444008095376,1.0749473911944014,0.4911279843226647,0.9188716925748269,-0.24437286292103258,0.44143061554265856,-0.4905135329000609,14.2162456978319,447.35225609228684,795.6447330187665,0.06927822530269623,-0.008533732267096639,-0.16307881474494934,-0.5261258035898209,5.753565788269043,7.553705930709839
0.285551041085273,-0.08858345539774745,-0.11479316297918561,-1.1478400945663452,6.4320825099945065,7.0952164173126215,-0.15882617235183716,-0.3794699013233185,-0.45940133929252625,-2.0039467811584473,5.2684407234191895,5.799953460693359,0.84952312707901,0.10232073813676834,0.19293458759784698,0.4321534037590027,7.414243698120117,9.145251274108887,0.36742001039829236,0.17753017077713873,0.24161219792821834,0.7518358545915488,0.8447618227838709,1.068196382545796,-0.010766497905094253,0.39740288107071203,-0.8039471482730611,22.072556984145656,546.4223357737693,668.8996416279705,0.23182925581932068,-0.008000778267160058,-0.11617884039878845,-1.3548188209533691,6.561608791351318,6.9886744022369385
0.027068254817277218,0.018007390410639344,0.038058100640773765,-1.1408969283103942,7.0819884777069095,6.369833278656006,-0.30272382497787476,-0.25156083703041077,-0.13536518812179565,-2.0039467811584473,6.615777492523193,5.799953460693359,0.84952312707901,0.1566820740699768,0.19293458759784698,-0.19273322820663452,7.414243698120117,7.5854291915893555,0.3350632307076216,0.12297219260056881,0.11391214703280486,0.4659901461304128,0.29903874951087367,0.5180302107806293,0.5439091899028483,0.19757186226676413,0.7219430028012529,19.342062356853923,656.3508427828231,532.1054695865175,-0.0362467048689723,0.046360552310943604,0.029317650943994522,-1.148618221282959,7.077559232711792,6.283282995223999
-0.09327279515564439,0.05232963878661393,-0.0022332369117066264,-1.204223561286926,6.909845399856566,6.810545921325683,-0.3123169541358948,-0.1119268462061882,-0.14495837688446045,-1.4311339855194092,6.643311023712158,5.985504150390625,0.2963167726993561,0.1566820740699768,0.1566937118768692,-0.8254010081291199,7.378929138183594,7.880514621734619,0.19622062679182303,0.08045777014441352,0.09374804304247193,0.21571511124108503,0.22473965594227815,0.6333425685690831,0.27567496479779163,-0.037615240390907086,0.24438397737424108,19.22995595556295,624.668159964544,610.8309019335256,-0.12418414279818535,0.051157135516405106,0.002669943147338927,-1.280897855758667,6.864176034927368,6.657975435256958
-0.06012304676696659,0.017261251993477344,-0.010547321080230177,-1.2577938199043275,6.721840667724609,7.037396478652955,-0.3123169541358948,-0.063960961997509,-0.18972651660442352,-1.73519766330719,6.3685760498046875,6.2171430587768555,0.12363956868648529,0.11937528103590012,0.1566937118768692,-0.9606733918190002,6.941389083862305,7.880514621734619,0.15567712544876472,0.061043461555401836,0.09769916135700023,0.2351315885408318,0.1849728522743808,0.4665864284883125,0.14435230123062823,-0.019471741114337405,0.07593204153723179,21.273712739102315,592.7594772659522,652.3383945517263,-0.041576243471354246,0.032503741793334484,0.011730164289474487,-1.2686275243759155,6.743567943572998,7.046733856201172
-0.08367962623015048,0.07407416924834251,-0.008522095438092944,-1.4516044318675996,6.614281177520752,7.115686893463135,-0.4018532931804657,-0.063960961997509,-0.2163742333650589,-1.921945333480835,5.98610258102417,6.2171430587768555,0.12363956868648529,0.3645341992378235,0.13430963456630707,-0.9786298871040344,6.968922138214111,8.715492248535156,0.1558311695023242,0.13056712888935848,0.1110706317977897,0.32281311214710307,0.29468816853652435,0.6480758454100563,0.22304499588373816,-0.6614223933746345,-0.8100287936680788,28.594742301119776,573.0622828252192,668.2265993406037,-0.06342736631631851,0.0506241861730814,0.020790385082364082,-1.4317325949668884,6.667851448059082,6.999149322509766
0.09560617860406637,0.1060514196753502,0.08144056730670855,-1.5276801943778993,6.774034261703491,6.7634399890899655,-0.4018532931804657,-0.08421323448419571,-0.2163742333650589,-1.921945333480835,5.98610258102417,5.295375347137451,0.7898324131965637,0.3645341992378235,0.40078669786453247,-1.0887632369995117,7.255029201507568,8.715492248535156,0.3468771302783264,0.12476567862772664,0.18856718938031544,0.2918724296512915,0.35790350621590916,1.0543030583176864,0.5569416553654896,-0.8306536869232004,-0.8501005321596278,31.144015634965804,600.98092092249,607.3504677726575,-0.04157624486833811,0.09166165813803673,0.05383354239165783,-1.5143325328826904,6.803423166275024,6.908169507980347
0.09560617655515671,0.050837364979088306,0.08836897154105827,-1.3397952258586885,6.910443925857544,6.503788805007934,-0.2675488591194153,-0.08421323448419571,-0.13643111288547516,-1.8596961498260498,6.557119846343994,5.295375347137451,0.7898324131965637,0.18652750551700592,0.40078669786453247,-0.8637081980705261,7.255029201507568,7.822455406188965,0.34160664546524366,0.0771212550170019,0.18076808995516777,0.3241603757972763,0.1919523127862077,0.8038902741090299,0.5811729503096762,-0.41379460696682,-0.6088176107942557,24.37196368710365,625.3808257555431,560.8747917961921,-0.012796718627214432,0.047426456585526466,0.03091651387512684,-1.2761093974113464,6.93001651763916,6.615179061889648
-0.0702491852454841,0.019712840110923932,-0.018648226698860525,-1.3973757684230805,6.867946910858154,6.751109790802002,-0.2675488591194153,-0.049038249999284744,-0.13643111288547516,-1.787271499633789,6.557119846343994,6.205770492553711,0.09166230261325836,0.1172434613108635,0.18653914332389832,-0.8637081980705261,6.964732646942139,7.206546783447266,0.11701330719305564,0.05043360243915057,0.08882037225886032,0.2860136083921413,0.12124479102487357,0.3292775880339496,0.5800736961692508,0.062434899293804934,0.26501920642261867,26.32618839480628,617.2252866318697,598.0285898567209,-0.0719546377658844,0.014383298344910145,-0.03836752846837044,-1.5218144059181213,6.913556337356567,6.74925422668457
0.01854098839685321,-0.0238828125438431,-0.04955956838093698,-1.6173430442810057,6.849152374267578,6.791212701797486,-0.12791483104228973,-0.06822460144758224,-0.1396288275718689,-2.3720552921295166,6.594229698181152,6.205770492553711,0.1524190902709961,0.060750313103199005,0.14923235774040222,-1.2539631128311157,7.001244068145752,8.085817337036133,0.08897792671424533,0.04018598643730734,0.07851669649760479,0.2854555614508696,0.11440561608295449,0.529870979260675,0.6355198859472759,-0.8434200250712567,-0.5093456665451117,35.34244084702372,614.1673804949614,607.5565685668676,0.021312348544597626,-0.036247351206839085,-0.06981182843446732,-1.5592237710952759,6.847715854644775,6.687902927398682
