timestamp,gyro-alpha,gyro-beta,gyro-gamma,accel-x,accel-y,accel-z
1494949549289,0.44234684,-0.86339164,-0.21850605,10.305243,2.2236147,-1.6101006
1494949549389,-0.12258464,0.033037342,0.1940005,4.5908813,9.327809,-10.251372
1494949549489,0.11511294,0.8537868,0.05649832,9.10036,4.0719385,-2.000954
1494949549588,0.30804235,0.6992301,0.010664255,4.9254713,6.974908,-7.079654
1494949549689,-1.3878179,-0.6182328,0.16095734,12.397775,-6.3679776,12.525266
1494949549789,0.4892468,0.58944154,-0.18759471,7.7805567,4.614824,-5.089474
1494949549889,-0.80263424,-0.49245554,0.3762708,6.353014,7.6985555,-9.503783
1494949549989,0.39438093,-2.4068267,-0.17267199,12.941856,2.5067291,-5.3594203
1494949550088,0.32189918,-0.075685315,0.1822755,5.497087,7.431003,-6.820482
1494949550189,0.9784987,0.6992301,-0.044762984,11.180922,-12.425308,2.5701754
1494949550289,0.30484468,1.5807363,-0.12683792,5.1780596,3.7984009,-5.8675895
1494949550389,-1.6585587,-0.405051,0.6821865,7.9966335,5.6999955,-6.331466
1494949550489,0.24515377,-1.1288029,-0.58517855,11.674127,2.9801824,-7.9487495
1494949550589,-0.77278876,-0.5713327,0.0053347144,4.6297874,9.165004,-10.060435
1494949550688,0.44980818,-1.1948892,-0.5265536,12.734758,2.6815057,-4.044405
1494949550789,0.09059704,0.9369277,-0.013851638,4.3538556,7.0742674,-7.0724716
1494949550889,0.24515377,1.1735594,0.20572548,9.805452,5.8999114,-0.55605334
1494949550989,0.76425123,1.2385798,-0.22809921,5.5419784,4.2131963,-5.3630114
1494949551089,-1.7043926,-0.47113737,0.6139684,7.019799,6.307524,-6.5014544
1494949551189,0.57878315,-0.76426214,-0.63527626,10.330381,1.7064672,-7.107786
1494949551289,-0.8474024,0.011719175,0.11512328,4.4322658,8.2582,-9.683349
1494949551388,0.66405576,-1.3792914,-0.31550372,11.528081,2.2212205,-5.45878
1494949551489,0.3027128,0.80688685,0.036246058,4.1796775,8.522161,-7.5357494
1494949551589,0.44234684,0.6032983,-0.58517855,10.988787,3.9785645,-3.2507272
1494949551689,0.74080116,2.0881088,0.03411424,4.751293,6.033388,-5.313332
1494949551789,-1.9346288,-0.7099008,0.6715275,6.9605427,5.1439424,-5.2995653
1494949551888,0.9774329,-0.73868036,-0.49990588,9.144653,1.4538789,-2.1960814
1494949551989,-0.92201596,-0.3890624,0.3698754,4.664503,9.386467,-9.106944
1494949552089,0.7717124,-0.7045713,-0.12364021,10.96664,1.0001777,-3.5440168
1494949552189,-0.30272317,0.4018416,0.3602822,3.9929297,8.316259,-9.901819
1494949552289,0.37412867,0.3069758,0.28460276,12.883199,1.0283096,2.208651
1494949552389,0.6192876,1.1223956,-0.27713102,5.2397103,7.520786,-8.128314
1494949552488,-1.8930584,-1.0477937,0.40505037,6.5637035,4.911106,-5.828684
1494949552589,1.1362531,0.55853015,-0.44661042,9.992201,2.6300304,-3.936666
1494949552689,-1.9836607,-0.14390345,0.4871253,5.500678,7.7913303,-10.104728
1494949552789,0.80901927,0.2781963,-0.579849,12.536638,-0.24361001,1.4413093
1494949552888,-0.37520492,-0.31444883,0.1577596,4.079121,9.222465,-11.652579
1494949552989,0.2760651,-0.46261007,-0.08206977,11.42513,2.5103204,2.0997148
1494949553089,0.88363284,1.2780182,0.02025743,5.5946507,7.2334814,-7.4333973
1494949553189,-1.7438313,-0.9422688,0.3847981,8.841188,3.4045546,-1.1438298
1494949553288,0.4125014,0.049025968,-0.1470902,6.8701615,3.5033154,-5.472546
1494949553389,-0.46580714,-0.8580621,0.15136418,11.974001,-3.8971617,12.7497225
1494949553489,0.91880786,0.98382765,-0.49883997,7.569867,4.5244427,-4.1593266
1494949553588,-1.1863612,-0.49885094,0.36774358,4.1012673,7.8158712,-9.419986
1494949553689,0.7674489,-0.5723986,-0.64806706,11.741763,0.9331401,-0.31663316
1494949553789,0.20891286,0.3197667,0.0799483,5.207987,8.2438345,-8.0606785
1494949553888,-0.55534345,-0.68112123,0.26221862,15.318102,-11.292252,16.686987
1494949553989,0.32403097,0.5617279,0.04370742,8.03913,5.12419,-5.1433434
1494949554088,0.20464924,0.43062118,0.04583923,11.353304,0.13407528,5.199009
1494949554189,0.5606627,0.851655,-0.34215146,9.35654,4.070741,-2.3678653
1494949554289,-1.4048724,-0.16628753,0.6022435,5.5934534,6.1536965,-6.2781954
1494949554389,0.6171558,-0.14816707,-0.4007764,10.209475,2.144606,-2.030283
1494949554488,0.10658567,0.89429134,-0.0042584618,2.4139538,9.250596,-11.200075
1494949554589,0.6011672,-0.324042,-0.46899456,18.880075,-6.765415,-0.53869534
1494949554689,0.26860377,0.9806299,0.32404134,5.6856303,7.9481506,-7.6889787
1494949554788,-0.029850604,-0.014928536,-0.013851638,10.863689,1.2892776,0.7236474
1494949554888,0.7269444,0.42529166,-0.26753783,7.6943655,4.1928453,-1.91177
1494949554989,-0.7269547,-0.29739425,0.3592163,6.22672,7.2125325,-7.8056955
1494949555089,0.40397412,-1.0126189,-0.34001958,13.46499,2.4450784,-4.127005
1494949555188,-0.12151873,0.25581223,0.037311967,5.116409,8.474875,-7.5944076
1494949555288,0.31550372,-0.4785987,0.08208012,15.461155,1.376666,-0.28550854
1494949555389,0.9742351,0.73014146,-0.71308756,6.4840965,5.7173533,-3.7026327
1494949555489,-1.5988678,-0.7333508,0.5457503,5.270835,6.607398,-8.344391
1494949555589,0.4647309,-0.017060354,-0.31124008,11.304223,2.9813795,0.2813187
1494949555688,-0.55427754,-0.06289441,0.3602822,6.430227,6.9300165,-6.893505
1494949555789,0.43701723,-0.7877122,-0.22703332,12.2720785,2.4504654,-3.8331168
1494949555889,-0.2835368,0.24515313,0.22597776,5.719149,7.706935,-6.471527
1494949555989,0.43488547,-0.77172345,-0.20571515,11.925518,2.3702595,-3.361459
1494949556088,0.17586972,0.13110091,-0.13110156,6.1016226,6.8354454,-6.009446
1494949556188,0.22170378,-0.029851252,0.4007867,11.45386,3.4392705,0.52433014
1494949556289,1.0072783,0.70775735,-0.7738443,5.8131213,6.5122285,-6.2111573
1494949556389,-1.2620406,-0.9422688,0.24303229,5.2582655,6.6744356,-8.927978
1494949556489,0.3869196,0.45833477,-0.2600765,11.135431,1.0702081,1.5275006
1494949556588,0.01171982,0.19931906,0.10659601,5.561132,7.0646906,-7.2538323
1494949556688,0.40504003,0.14922135,-0.047960702,12.3834095,0.17956512,3.12982
1494949556789,0.13962883,0.91454357,0.15243007,7.459135,6.157288,-3.4195185
1494949556889,0.4146332,0.38158938,0.009598348,11.447276,-3.9043443,2.6964695
1494949556989,0.33362412,0.32935986,-0.2515492,9.173982,4.1701007,-2.8467057
1494949557088,0.17480381,0.30164623,0.5478821,11.294646,-1.8962077,6.761225
1494949557189,1.1660986,1.4816068,-0.8047557,9.011775,5.125387,-1.6328455
1494949557289,-0.6406162,-0.44875324,0.14923236,3.3698387,7.928997,-9.255983
1494949557389,0.4135673,-0.24196704,-0.5585308,13.818733,-0.18734628,-2.412158
1494949557488,0.32936054,0.7610527,0.17161644,6.8833294,6.8079123,-6.35062
1494949557589,-1.0680454,-0.2259784,0.1311119,7.137115,4.7429132,-4.899135
1494949557689,0.12577203,0.011719175,5.172012E-6,8.867524,3.1675286,-2.2427683
1494949557789,-0.5521457,-0.08527849,0.36561173,6.407482,7.32087,-7.1323266
1494949557889,0.44661042,-0.660869,-0.15774925,12.573749,3.7427356,-2.6677392
1494949557988,0.33042642,0.12363957,-0.23342876,5.954978,7.1335235,-5.8861446
1494949558089,-0.035180148,-0.3133829,0.7258888,6.7211223,3.0400374,-2.1188684
1494949558189,0.90068746,0.6384734,-0.8388648,9.9155855,3.9971197,-1.0630255
1494949558289,-0.38799584,-0.14816707,-0.013851638,2.6426,8.320449,-9.574412
1494949558388,0.22063787,-0.847403,-0.5031036,15.060126,4.060566,-1.5634136
1494949558489,0.023444813,0.7429323,0.3965231,5.1062336,7.5956044,-7.511209
1494949558589,0.22490148,-0.4807305,0.18760505,11.532869,1.7405846,-1.2192472
1494949558689,0.4625991,0.26327357,0.16308916,7.3825207,5.515642,-3.5936966
1494949558789,-0.2707459,-0.36881012,0.29526183,8.325237,-5.977124,13.875595
1494949558888,0.2856583,0.78450274,-0.11724475,10.311228,3.4129343,-2.589329
1494949558989,-1.1522522,-0.14390345,0.22491184,6.089053,6.7660136,-6.6786256
1494949559089,0.052224338,-0.19400115,-0.22276968,13.193847,2.156577,-2.0207062
1494949559188,0.017049363,0.4476757,-0.103387944,3.66253,8.867524,-8.932168
1494949559289,-0.30698678,0.595837,0.70563656,5.309142,2.5216928,-0.02992752
