timestamp,gyro-alpha,gyro-beta,gyro-gamma,accel-x,accel-y,accel-z
1494351955457,-0.060762595,-0.029851252,-0.25474757,0.076015905,-0.98281974,9.481637
1494351955555,-0.04690579,-0.04690579,-0.09592722,0.04489128,-1.2749124,9.6845455
1494351955656,0.040498704,-0.124717094,-0.09912495,0.86969376,-1.1833341,9.242815
1494351955756,-0.06928986,-0.06928986,-0.12150904,0.8038532,-1.1192893,9.198523
1494351955856,-0.08314668,-0.008533086,-0.08420224,0.6206968,-1.2761095,9.346963
1494351955955,-0.46047825,0.26540536,-0.4977747,1.1929109,-1.3958195,8.45632
1494351956056,-0.64807814,0.3698644,-0.95611537,1.1438298,-2.11408,9.24521
1494351956156,-0.67366,0.5905074,-0.8591177,-0.80684596,-2.8694506,10.348338
1494351956255,-0.04690579,-0.22171476,-0.0085227415,-2.6180594,-3.0675707,9.9712515
1494351956355,-0.029851252,-0.28140563,0.12045218,1.5987281,-2.9825766,8.678382
1494351956455,-0.05863078,0.0905964,-0.12470676,0.046686932,-2.8712463,9.424774
1494351956556,-0.0010717271,-0.09167395,0.060761306,0.6512228,-2.9029694,8.926781
1494351956656,0.021312349,0.0053237234,-0.01705001,0.57161564,-2.92332,9.052476
1494351956755,0.04263052,-0.052235328,0.08740902,0.5626374,-2.9574375,9.120112
1494351956856,0.038366884,0.023444165,-0.020247733,0.6159084,-2.8790274,9.222465
1494351956958,-0.0042694523,-0.044773977,0.021322694,0.4489128,-2.818574,9.17877
1494351957057,-0.003203543,0.09272821,-0.0085227415,0.48362872,-2.8766332,9.122507
1494351957158,-0.003203543,0.040498704,0.012795427,0.0820014,-2.7790694,9.220071
1494351957256,0.044762332,-0.05116942,0.035179507,0.1496376,-2.7814636,9.366117
1494351957355,0.008521449,-0.034114886,-0.042631812,0.54408234,-2.7820623,9.147047
1494351957456,-0.09060803,0.22703266,-0.08739997,0.053869534,-2.9358897,10.05864
1494351957555,0.003191907,-0.074619405,0.043706767,0.82360536,-2.6551695,8.953116
1494351957655,-0.019192168,-0.05010351,-0.05222499,1.6059108,-2.6635492,8.195353
1494351957756,0.03410325,-0.026653528,0.038377225,0.7009025,-2.8413188,9.481038
1494351957855,-0.022389896,-0.0074671777,0.02345451,0.8098387,-2.7952304,9.308057
1494351957956,-0.034114886,0.13536455,-0.023445461,-0.5626374,-2.9077578,10.034698
1494351958055,0.0074555404,-0.028785344,0.035179507,1.0181342,-2.830545,8.924985
1494351958156,-0.103398934,0.05542142,-0.13749765,0.94211835,-3.0496142,8.848969
1494351958256,0.019180534,-0.08421258,0.022388604,0.8882488,-2.7114334,8.819041
1494351958355,0.0021259985,-0.022389896,0.006399976,0.40043023,-2.8119898,9.224859
1494351958456,-0.006401269,0.03943279,-0.0106545575,0.50278234,-2.8449101,9.1751795
1494351958555,0.010653266,0.014916899,0.004268159,0.49021277,-2.785055,9.108142
1494351958655,0.012785083,-0.031983074,0.021322694,0.593762,-2.8407202,9.218275
1494351958755,-5.8181336E-6,-0.0010717271,0.002136342,0.6159084,-2.778471,9.160215
1494351958856,-0.0042694523,0.0053237234,-0.013852283,0.51595044,-2.7952304,9.193734
1494351958955,0.0021259985,-0.006401269,0.003202251,0.6015431,-2.8119898,9.1195135
1494351959056,-0.0042694523,-0.014928536,0.020256786,0.5081693,-2.7808652,9.181763
1494351959156,0.010653266,0.0074555404,0.01919088,0.6584054,-2.8628666,9.1590185
1494351959255,0.027707798,0.0074555404,-0.0074568335,0.5973533,-2.8161798,9.124302
1494351959355,0.013850991,-0.04690579,0.042640857,0.75477207,-2.7575216,9.014768
1494351959456,-0.021323984,0.017048715,0.031981777,0.6135142,-2.750339,9.060257
1494351959555,-0.05116942,-0.01279672,0.07994766,0.3705027,-2.7539303,9.232041
1494351959656,-0.041576244,-0.043708064,0.06395903,0.84036475,-2.9700072,9.17877
1494351959755,-0.04690579,0.003191907,0.05543177,0.59555763,-2.9215245,9.23683
1494351959856,0.014916899,-0.017060354,0.042640857,0.5380968,-2.9083564,9.10874
1494351959956,0.019180534,-0.010664904,0.04477268,0.56682724,-2.9586346,9.124901
1494351960055,0.03410325,-0.0074671777,0.030915868,0.47764322,-2.8473043,9.109937
1494351960156,-0.003203543,-0.043708064,0.036245413,0.6410475,-2.8371289,9.102156
1494351960255,-0.014928536,-0.015994444,0.065024935,0.5979518,-2.7706897,9.145251
1494351960355,-0.009598993,-0.030917166,0.034113597,0.5542577,-2.866458,9.1272955
1494351960456,0.015982807,-0.006401269,0.020256786,0.62847793,-2.9466636,9.072228
1494351960555,0.014916899,-0.009598993,0.012795427,0.647033,-2.8239608,9.209895
1494351960656,0.0053237234,-0.00533536,0.026652236,0.6530185,-2.7922375,9.175777
1494351960755,0.004257815,-0.020258078,0.011729517,0.6596025,-2.808997,9.112331
1494351960856,-0.00533536,-0.00533536,-0.004259108,0.6679822,-2.8610709,9.179369
1494351960955,0.004257815,0.008521449,-0.005325016,0.6787562,-2.8389246,9.193734
1494351961055,0.0010600899,-5.8181336E-6,0.002136342,0.6512228,-2.7910404,9.163807
1494351961156,-5.8181336E-6,-0.0074671777,0.002136342,0.665588,-2.8072014,9.193135
1494351961256,0.0010600899,0.0021259985,-0.0031931996,0.7056909,-2.8574796,9.144054
1494351961355,0.004257815,0.012785083,-0.0021272912,0.6703764,-2.7976246,9.170989
1494351961456,0.006389632,0.0053237234,0.002136342,0.6757634,-2.8239608,9.175777
1494351961555,-0.0021376351,-0.00533536,0.002136342,0.7272387,-2.7874491,9.17877
1494351961656,0.004257815,-0.01279672,0.011729517,0.6721721,-2.7700913,9.121309
1494351961755,0.0010600899,0.0010600899,0.0053340667,0.6841431,-2.8209682,9.1590185
1494351961855,-5.8181336E-6,0.0010600899,0.006399976,0.6452373,-2.8341362,9.161412
1494351961955,-5.8181336E-6,0.0010600899,-0.0010613832,0.6811504,-2.810194,9.135674
1494351962056,0.0010600899,-0.003203543,4.525384E-6,0.7056909,-2.7868507,9.131485
1494351962156,0.0010600899,0.004257815,0.009597701,0.6919243,-2.7886462,9.176974
1494351962255,0.0010600899,0.0021259985,-0.0010613832,0.6703764,-2.8072014,9.102755
1494351962356,0.0010600899,-0.0042694523,0.004268159,0.6817489,-2.8119898,9.160215
1494351962456,0.003191907,-0.003203543,0.006399976,0.71706337,-2.7706897,9.091382
1494351962555,0.006389632,-5.8181336E-6,0.008531793,0.71826047,-2.8072014,9.133879
1494351962656,-0.0010717271,0.0010600899,0.0010704339,0.6578069,-2.8299463,9.133281
1494351962755,-5.8181336E-6,-0.00533536,0.004268159,0.6853402,-2.8083985,9.1195135
1494351962856,0.003191907,0.0021259985,4.525384E-6,0.7092822,-2.7688942,9.172186
1494351962955,0.0010600899,0.003191907,0.0010704339,0.7116764,-2.779668,9.1668
1494351963056,-0.0010717271,0.0010600899,-0.0010613832,0.6631938,-2.8107927,9.169792
1494351963155,-0.003203543,-0.0074671777,-0.0010613832,0.6967127,-2.7665,9.14585
1494351963256,0.004257815,-0.0021376351,-0.0031931996,0.6637924,-2.785055,9.175777
1494351963356,-0.0021376351,-0.009598993,0.0053340667,0.6548141,-2.7922375,9.176974
1494351963455,-0.0010717271,-0.0010717271,0.0053340667,0.72065467,-2.8048072,9.150639
1494351963556,-5.8181336E-6,-0.0074671777,-0.0010613832,0.72664016,-2.8030114,9.187749
1494351963655,0.004257815,-0.0042694523,-0.0021272912,0.6925228,-2.7880478,9.151835
1494351963755,-0.0021376351,-0.0042694523,0.002136342,0.665588,-2.7647042,9.132682
